workerid,domain,goal,question,guess,answer,type,thinksHuman,role,nativeEnglish,comments,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.id,Answer.catch_trials
0,places,park,place,false,The park is behind,branching,yes,guesser,yes,Nope.,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,3KOPY89HM828SZTX1WYNKZ1O912J32,0,Approved,Tue May 26 09:10:04 PDT 2015,Mon May 25 16:18:27 PDT 2015,Mon May 25 16:30:04 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""6928-5""",[]
0,plants,lettuce,plant,false,The flower is behind,overlapping,yes,guesser,yes,Nope.,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,3KOPY89HM828SZTX1WYNKZ1O912J32,0,Approved,Tue May 26 09:10:04 PDT 2015,Mon May 25 16:18:27 PDT 2015,Mon May 25 16:30:04 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""6928-5""",[]
1,plants,burger,food,true,The burger is behind,equivocal,yes,helper,yes,They needed to trust me a little more,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,3TESA3PJ31AZFT7SABGUWQ2BDMDMMO,1,Approved,Tue May 26 09:10:14 PDT 2015,Mon May 25 16:18:31 PDT 2015,Mon May 25 16:30:14 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""6928-5""",[]
1,animals,siamese cat,pet,true,The siamese cat is,branching,yes,helper,yes,They needed to trust me a little more,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,3TESA3PJ31AZFT7SABGUWQ2BDMDMMO,1,Approved,Tue May 26 09:10:14 PDT 2015,Mon May 25 16:18:31 PDT 2015,Mon May 25 16:30:14 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""6928-5""",[]
1,plants,carrot,carrot,true,The carrot is behind,branching,yes,helper,yes,They needed to trust me a little more,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,3TESA3PJ31AZFT7SABGUWQ2BDMDMMO,1,Approved,Tue May 26 09:10:14 PDT 2015,Mon May 25 16:18:31 PDT 2015,Mon May 25 16:30:14 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""6928-5""",[]
1,places,park,place,true,The park is behind,overlapping,yes,helper,yes,They needed to trust me a little more,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,3TESA3PJ31AZFT7SABGUWQ2BDMDMMO,1,Approved,Tue May 26 09:10:14 PDT 2015,Mon May 25 16:18:31 PDT 2015,Mon May 25 16:30:14 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""6928-5""",[]
1,artifact,metal chair,seat,false,The wooden chair is,overlapping,yes,helper,yes,They needed to trust me a little more,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,3TESA3PJ31AZFT7SABGUWQ2BDMDMMO,1,Approved,Tue May 26 09:10:14 PDT 2015,Mon May 25 16:18:31 PDT 2015,Mon May 25 16:30:14 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""6928-5""",[]
1,animals,dalmatian,pet,false,The dalmatian is behind,equivocal,yes,helper,yes,They needed to trust me a little more,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,3TESA3PJ31AZFT7SABGUWQ2BDMDMMO,1,Approved,Tue May 26 09:10:14 PDT 2015,Mon May 25 16:18:31 PDT 2015,Mon May 25 16:30:14 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""6928-5""",[]
1,artifact,table,furniture,true,The table is behind,branching,yes,helper,yes,They needed to trust me a little more,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,3TESA3PJ31AZFT7SABGUWQ2BDMDMMO,1,Approved,Tue May 26 09:10:14 PDT 2015,Mon May 25 16:18:31 PDT 2015,Mon May 25 16:30:14 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""6928-5""",[]
1,artifact,metal stool,metal thing,false,The iron skillet is,equivocal,yes,helper,yes,They needed to trust me a little more,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,3TESA3PJ31AZFT7SABGUWQ2BDMDMMO,1,Approved,Tue May 26 09:10:14 PDT 2015,Mon May 25 16:18:31 PDT 2015,Mon May 25 16:30:14 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""6928-5""",[]
1,places,snowy forest,cold place,false,The snowy forest is,equivocal,yes,helper,yes,They needed to trust me a little more,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,3TESA3PJ31AZFT7SABGUWQ2BDMDMMO,1,Approved,Tue May 26 09:10:14 PDT 2015,Mon May 25 16:18:31 PDT 2015,Mon May 25 16:30:14 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""6928-5""",[]
1,animals,lion,lion,true,The lion is behind,overlapping,yes,helper,yes,They needed to trust me a little more,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,3TESA3PJ31AZFT7SABGUWQ2BDMDMMO,1,Approved,Tue May 26 09:10:14 PDT 2015,Mon May 25 16:18:31 PDT 2015,Mon May 25 16:30:14 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""6928-5""",[]
1,places,park,place,false,The park is behind,branching,yes,helper,yes,They needed to trust me a little more,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,3TESA3PJ31AZFT7SABGUWQ2BDMDMMO,1,Approved,Tue May 26 09:10:14 PDT 2015,Mon May 25 16:18:31 PDT 2015,Mon May 25 16:30:14 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""6928-5""",[]
1,plants,lettuce,plant,false,The flower is behind,overlapping,yes,helper,yes,They needed to trust me a little more,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,3TESA3PJ31AZFT7SABGUWQ2BDMDMMO,1,Approved,Tue May 26 09:10:14 PDT 2015,Mon May 25 16:18:31 PDT 2015,Mon May 25 16:30:14 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""6928-5""",[]
2,artifact,table,thing,false,The lawnmower is behind,branching,yes,helper,yes,,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,36WLNQG78ZA5KEBI2O2252M8SLJBE0,2,Approved,Tue May 26 09:10:51 PDT 2015,Mon May 25 16:18:29 PDT 2015,Mon May 25 16:30:51 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""5284-6""",[]
2,animals,poodle,dog,true,The dalmatian is behind,branching,yes,helper,yes,,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,36WLNQG78ZA5KEBI2O2252M8SLJBE0,2,Approved,Tue May 26 09:10:51 PDT 2015,Mon May 25 16:18:29 PDT 2015,Mon May 25 16:30:51 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""5284-6""",[]
2,places,dive bar,bar,false,The hotel lobby is,overlapping,yes,helper,yes,,335HHSX8CD57X12AGJWCWCC27T5DH0,379Y3Z5FS57N06MCUCYNU87ASLO1TW,Multi-player Guessing Game,"Play a 15 minute guessing game with another Turker! There are four objects behind four gates. One player will be trying to find a particular object, and the other will know where all the objects are located. The guesser is allowed to ask the helper a single question, and the helper is allowed to reveal the location of one item. Choose carefully!",research multiplayer language questions answers stanford fun cognitive science university,$1.25,Mon May 25 16:16:19 PDT 2015,20,0,0,20,Reviewable,NotReviewed,1 cond,3600,60000,Wed Jun 24 16:16:19 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=335HHSX8CD57X12AGJWCWCC27T5DH0,36WLNQG78ZA5KEBI2O2252M8SLJBE0,2,Approved,Tue May 26 09:10:51 PDT 2015,Mon May 25 16:18:29 PDT 2015,Mon May 25 16:30:51 PDT 2015,Mon May 25 17:45:35 PDT 2015,,,,,"""5284-6""",[]
